-117.12,32.95,sillyselfie
-117.12,32.95,thursday
-117.12,32.95,selfie
-117.12,32.95,funnyface
-111.95,33.51,scottsdale
-111.95,33.51,Phoenix
-111.95,33.51,thorns
-111.95,33.51,cactus
-80.26,25.75,randazzo
-80.26,25.75,randazzos
-80.26,25.75,randazzoslittleitaly
113.56,22.15,JadeDragon
113.56,22.15,potd
113.56,22.15,noms
-80.08,40.33,UpperStClair
-80.08,40.33,Nursing
-80.08,40.33,Job
-80.08,40.33,Jobs
-80.08,40.33,Hiring
-80.08,40.33,TweetMyJobs
-95.42,29.78,Houston
-95.42,29.78,Education
-95.42,29.78,Job
-90.56,41.53,Nursing
-90.56,41.53,Job
-90.56,41.53,Davenport
-90.56,41.53,Jobs
-118.33,34.16,voiceover
-118.33,34.16,angermanagement
10.78,59.92,Detail
10.78,59.92,painting
10.78,59.92,norwærica
-93.30,45.07,supplierdiversity
-95.46,29.77,apqckmconf
-95.46,29.77,kmworld
121.05,14.57,Gang
121.05,14.57,Galgalan101
-86.97,20.48,mexico
-86.97,20.48,ourordinarytravels
-86.97,20.48,visitCozumel
-90.24,38.64,SLUCampus
-90.24,38.64,SLU
-90.24,38.64,Lumia1020
-90.24,38.64,StreetPhotography
-90.24,38.64,Flowers
-90.24,38.64,Bee
5.97,50.44,letJohnrun
-121.98,37.25,global
-122.42,37.78,HalebThursdays
-95.38,29.75,abcosubsea
-95.38,29.75,bbbs
-95.38,29.75,houston
-84.12,33.84,TBT
-84.12,33.84,BIGSIS
-77.47,37.55,starliterva
-86.16,39.77,Clerical
-86.16,39.77,Job
-86.16,39.77,Indianapolis
-86.16,39.77,Jobs
-86.16,39.77,Hiring
-98.46,29.61,GilbosGrill
-98.46,29.61,GOSPURSGO
-98.46,29.61,SanAntonio
-2.25,53.47,TBT
107.57,-6.88,Leeteuk
-2.35,53.57,nature
-2.35,53.57,naturetrail
-2.35,53.57,springwaterpark
-2.35,53.57,spring
-2.35,53.57,trees
-2.35,53.57,sky
-2.35,53.57,clouds
-3.95,51.62,throwbackthursday
28.12,-26.01,BBMzansi
121.02,14.56,workatsmart
-76.59,39.30,NoPacifier
23.73,37.98,love
23.73,37.98,happy
23.73,37.98,paz
23.73,37.98,art
23.73,37.98,artistic
23.73,37.98,argykonsta
23.73,37.98,official
23.73,37.98,fans
23.73,37.98,page
23.73,37.98,April
120.97,14.39,BIGBANG
120.97,14.39,BIGBANGisBack
85.34,27.70,durbarsquare
85.34,27.70,earthquake
85.34,27.70,Nepal
85.34,27.70,heritage
13.12,52.38,nowplaying
13.12,52.38,onerepublic
13.12,52.38,Schwerin
13.12,52.38,MecklenburgVorpommern
13.12,52.38,GER
-86.05,39.80,doctorsoffice
-2.50,51.45,nowplaying
102.23,6.11,L2
-71.32,10.20,F4F
-71.32,10.20,TFB_Cats
-71.32,10.20,TEAMGATITO
-71.32,10.20,FOLLOW
-71.32,10.20,TFB_Cats
-1.14,52.64,GTAV
-1.14,52.64,trndnl
-71.07,42.35,Mookie
-71.07,42.35,RubiksCube
-91.18,30.42,BeerMenus
-84.55,39.10,Troop49632
-84.55,39.10,cmcincy
